1, 641720
2, 663466
3, 680136
4, 688026
5, 690216
6, 702254
7, 705332
8, 720424
9, 729606
10, 739842
11, 759234
12, 764392
13, 764846
14, 770824
15, 775144
16, 783740
17, 787914
18, 792948
19, 794000
20, 794536
21, 802650
22, 825050
23, 832404
24, 835218
25, 836732
26, 837084
27, 843116
28, 849084
29, 852472
30, 869778
31, 870884
32, 876618
33, 888960
34, 900942
35, 904136
36, 906050
37, 913152
38, 914360
39, 931232
40, 931724
41, 934818
42, 941550
43, 943148
44, 945020
45, 948808
46, 950064
47, 950262
48, 963394
49, 973984
50, 976912
51, 979894
52, 984242
53, 984694
54, 988374
55, 993702
56, 998812
57, 1005964
58, 1007288
59, 1007796
60, 1013450
61, 1018460
62, 1019498
63, 1023306
64, 1031060
65, 1036290
66, 1037684
67, 1042716
68, 1045460
69, 1048790
70, 1053380
71, 1059064
72, 1112798
73, 1120304
74, 1122746
75, 1133388
76, 1142336
77, 1146050
78, 1150132
79, 1152962
80, 1160822
81, 1163610
82, 1171724
83, 1172358
84, 1182116
85, 1211754
86, 1215322
87, 1225780
88, 1234548
89, 1236498
90, 1249570
91, 1251900
92, 1252882
93, 1252940
94, 1265828
95, 1291202
96, 1296654
97, 1335950
98, 1385224
99, 1404504
100, 1437770
